id,name,slug,description,temperament,size,energy_level,good_with_kids,training_ease,grooming_needs,barking_level,shedding_level,apartment_friendly,good_with_pets,drooling_tendency,separation_anxiety_risk,climate_suitability,noise_sensitivity,weight_min,weight_max,height_min,height_max,lifespan_min,lifespan_max,coat_type,exercise_needs,grooming,training,origin,group,breed_type,image_url,is_active,created_at,updated_at,heat_tolerance,cold_tolerance,optimal_temp_min,optimal_temp_max,parent_breed_1,parent_breed_2,generation
40a2eabe-8d76-4c27-ba36-0d5224c5c9d9,Rottweiler,rottweiler,"Picture a bear who decided to become a professional hugger ? that's the Rottweiler contradiction. These black-and-tan powerhouses look like they could bench press a truck, but they're secretly marshmallows who think they're lap dogs, regardless of their 50-kilogram reality. Originally bred to drive cattle and pull butcher carts, they approach modern life with workmanlike dedication and surprising goofiness. Their expressive eyebrows give them remarkably human expressions, especially when they're plotting to steal your spot on the sofa. Despite their intimidating reputation, well-socialized Rotties are gentle giants who think children are delicate treasures requiring constant supervision. They need experienced owners who understand that beneath that tough exterior beats the heart of a devoted companion who just wants to lean against you until you topple over.","Confident, fearless, and good-natured guardian dogs. They are loyal to family but need proper socialization.",Giant,4,3,2,2,4,3,2,2,3,3,3,3,35,60,56,69,9,10,Smooth coat,"Moderate to high exercise needs. Daily walks, playtime, and mental stimulation important for well-being.","Low grooming needs with short, dense double coat requiring weekly brushing",German guardians who learn systematically and execute commands with professional security-level precision.,Germany,Working,purebred,,true,2025-11-21 06:04:57.9236+00,2026-02-20 23:08:38.89079+00,3,3,-5,28,,,
41213db2-8c98-4f80-ad0a-69b704dce296,Bullmastiff,bullmastiff,"Imagine a teddy bear that moonlights as a nightclub bouncer ? that's your Bullmastiff. These gentle giants were bred to be """"silent watchmen,"""" tackling poachers without barking, which explains their calm confidence and impressive stealth skills for dogs weighing more than most refrigerators. They move with surprising grace despite their massive frames, approaching life with the quiet dignity of someone who knows they could bench-press a small car but chooses not to show off. Bullmastiffs are incredibly gentle with families, especially children, but their protective instincts mean strangers get the full security assessment treatment. They're surprisingly low-energy for their size, content with moderate exercise and long napping sessions. Perfect for families wanting a loyal guardian who doubles as a living, breathing security system with excellent cuddle qualifications.","Powerful, protective, and devoted. A gentle giant with family but formidable to threats.",Giant,2,3,2,2,4,3,2,2,5,3,2,3,45,59,61,69,7,9,Smooth coat,"Requires 1?2 hours of daily activity, mixing walks with play and light work.","Low grooming needs with short, dense coat requiring weekly brushing","Gentle giants who learn slowly but permanently - like programming a very large, very lovable computer.",United Kingdom,Working,purebred,,true,2025-11-21 06:04:46.910275+00,2026-02-20 23:08:38.89079+00,3,3,0,28,,,
413c7711-ccc6-4567-af87-eb7d2e0a05a8,Appenzeller Sennenhund,appenzeller-sennenhund,"Meet Switzerland’s caffeinated cattle dog. The Appenzeller Sennenhund is compact, muscular, and wired like it’s had two espressos before sunrise. Built to herd cattle across steep Alpine terrain, this breed moves with the balance and confidence of a mountain guide who’s late for work.

That striking tri-colour coat isn’t just for show. It’s classic Swiss farm dog kit. Black base, rich rust markings, crisp white blaze. Clean, bold, and practical. Underneath it sits a body designed for stamina, not lounging. These dogs can pivot, sprint, and climb with ridiculous ease. Watching one work stock is like watching a coiled spring with a brain.

And that brain is the headline. Appenzellers are sharp. Not “sit for a biscuit” sharp. More “I’ve already worked out how that latch works” sharp. Give them five minutes and they’ll study your routine, your doors, your cupboards, and your weak spots. Mental stimulation is not optional. If you don’t give them structured work, they’ll invent their own projects. You may not enjoy the results.

They are intensely loyal to their people and deeply bonded to their household. Affectionate, yes. Clingy, not quite. They like to be involved. In everything. Cooking dinner? They’re supervising. Mowing the lawn? They’re managing traffic. Kids running around? Excellent, finally something to organise.

Herding instinct is real and strong. That means nipping at heels, circling movement, and occasionally attempting to “direct” family members or other pets. Early training and clear boundaries matter. They respond brilliantly to positive, consistent leadership, especially when it feels like teamwork. They are not a breed that tolerates boredom or vague instructions.

Energy levels are high. A quick walk around the block won’t cut it. Think structured exercise, agility, obedience work, scent games, hiking. They thrive when they have a job and a reason to use both body and mind.

This is not a decorative dog for a quiet flat. It’s a working partner in a compact, athletic frame. In the right home, the Appenzeller Sennenhund is bright, bold, and relentlessly devoted. Just understand one thing: if you bring home a Swiss cattle dog, you are no longer running the household alone.","Energetic, intelligent, and versatile. Loves to work and needs space to burn off its energy.",Large,5,3,2,3,4,4,2,2,1,3,3,3,22,32,48,58,13,15,Double coat,"Needs 1-2 hours of active exercise, ideally with tasks or sports to challenge its working drive.","Low to moderate grooming needs with double coat requiring weekly brushing, more frequent during shedding",Swiss precision meets herding drive - they'll learn perfectly but let be know if you're wrong.,Switzerland,Working,purebred,,true,2025-11-21 06:05:08.168349+00,2026-02-20 23:08:38.89079+00,2,4,0,28,,,
42e15e86-eb9b-42ff-b5b6-abca05a78fac,Icelandic Sheepdog,icelandic-sheepdog,"Picture a fox who decided to become a dog and never quite lost the wild sparkle in their eyes. Icelandic Sheepdogs are spitz-type herders with curled tails that wag like happy question marks and coats designed for surviving Nordic winters. These hardy islanders are the ultimate multi-tool dogs: they herd sheep, alert to visitors, and provide entertainment with their playful antics. They're chatty companions who believe every moment deserves commentary, from the mailman's arrival to the suspicious behavior of that suspicious squirrel. Their wolf-like features hide hearts full of sunshine and mischief. They're confident, cheerful, and slightly dramatic ? the kind of dog who turns a simple walk into an epic adventure worthy of Icelandic sagas.",Friendly and loyal companion,Medium,4,3,2,3,4,3,3,3,1,3,2,3,11,14,42,46,12,14,Silky coat,Regular exercise,Moderate to high grooming needs with double coat requiring brushing 2-3 times weekly,Viking herders who'll learn but occasionally wonder why training doesn't involve more sheep and Nordic weather.,Iceland,Herding,purebred,,true,2025-11-21 06:04:42.616957+00,2026-01-17 02:12:21.301237+00,1,5,-40,15,,,
43f749ee-6262-46ba-a1a9-d3915607ba51,Goldador,goldador,"The Goldador is what happens when two of the most reliable family dogs on the planet compare notes and decide to collaborate. A cross between the Golden Retriever and the Labrador Retriever, this designer mix blends the sociability of the Golden with the steadiness and work ethic of the Lab.

From the Labrador side, the Goldador inherits athleticism, food motivation and a deep desire to work alongside humans. Labs were bred to retrieve waterfowl in harsh conditions, which means drive, stamina and trainability are built in. From the Golden Retriever, the Goldador gains softness of temperament, emotional sensitivity and that famously gentle way with children.

The result is typically a confident, outgoing and affectionate large dog that thrives in family environments. They are people-oriented without being fragile, energetic without being frantic, and highly cooperative in training. Many Goldadors are used as service dogs, therapy dogs and assistance dogs because of this predictable combination of traits.

Physically, they resemble a slightly broader Golden or a slightly longer-coated Lab. Most have a dense double coat that can range from short and Lab-like to slightly feathered like a Golden. Colours are usually gold, cream, yellow or black. Whatever the variation, shedding is real. This is not a low-maintenance coat.

They are built for activity. A bored Goldador is a creative Goldador, and creativity at 30-plus kilograms can involve furniture rearrangement. With the right structure and exercise, however, they are famously easygoing companions who want nothing more than to be involved in whatever their people are doing.","Friendly, steady, intelligent and highly social. Goldadors usually inherit the Labrador’s enthusiasm and the Golden’s gentle nature. They bond strongly with family, tend to be welcoming rather than suspicious with strangers, and are particularly patient with children. Their temperament is one of their greatest strengths.",Large,4,5,5,3,2,4,2,5,2,3,4,3,27,36,56,64,10,12,Double Coat,"High but manageable. Expect at least 60–90 minutes of daily exercise. This can include brisk walks, retrieving games, swimming or structured training. Mental stimulation matters just as much as physical output. Both parent breeds were bred as working retrievers, so carrying, fetching and problem-solving activities suit them perfectly.","Moderate. Weekly brushing is the minimum, with more frequent brushing during seasonal shedding. Their double coat sheds consistently, especially in warmer months. Baths as needed, ears checked regularly, especially if they swim often. Not complex, but consistent.","Highly trainable and eager to please. They inherit strong food motivation from the Labrador side and responsiveness from the Golden. Positive reinforcement works exceptionally well. Early training is important simply because of their size. A well-trained Goldador is a dream. An untrained one is a large, enthusiastic toddler.",United States,Sporting,designer,https://cowzzajbwtqfmrocefaw.supabase.co/storage/v1/object/public/dog-breed-images/goldador/goldador-02.webp,true,2025-12-13 05:44:02.368256+00,2026-01-17 02:12:21.301237+00,2,4,8,26,Golden Retriever,Labrador Retriever,F1
43f80718-f955-4f3e-91cb-be32f10b476b,Berger Picard,berger-picard,"Looking like they were assembled from spare terrier parts and handed a baguette, the Berger Picard carries permanent “artfully windswept” energy. The coat is rough and tousled, the ears upright and alert, and the eyebrows so expressive they deserve their own agent.

This is one of France’s oldest herding breeds, developed to manage sheep in open farmland without fuss or theatrics. The Picard does not do flashy. It does practical. Under that charmingly scruffy exterior is a genuine working dog with stamina, awareness, and a strong sense of purpose.

The coat appears immune to grooming trends. Brush it, tidy it, admire it. It will still look like it just finished supervising livestock in a light breeze. Fortunately, maintenance is moderate. That wiry texture is naturally weather-resistant and doesn’t demand the high drama of some long-coated breeds.

Temperament is thoughtful rather than frantic. Energy levels are moderate to high. They enjoy proper exercise and mental stimulation, but they’re not wired like a Belgian Malinois. Think steady engagement rather than constant intensity. A long walk, some structured training, and meaningful interaction keep them balanced.

Intelligence is solid and slightly independent. The Berger Picard prefers collaboration over blind obedience. Training works best when it feels like teamwork. Heavy-handed methods will be met with polite resistance. Clear direction, consistency, and a bit of humour go a long way. They are not stubborn for the sake of it. They simply like to understand why.

With family, they are loyal, affectionate, and quietly devoted. Not overly clingy, but very present. They tend to form strong bonds and can be protective without being reactive when properly socialised.

The Berger Picard suits active owners who appreciate authenticity over polish. You get a dog that looks like it wandered out of a French countryside film set but works like it means business. Slightly scruffy, deeply loyal, and entirely convinced that partnership is a two-way street.","Rustic, intelligent, and a little mischievous. A devoted companion with plenty of character.",Large,4,3,2,3,3,3,3,3,1,3,3,3,23,32,55,65,12,14,Wire coat,"Needs 1?2 hours of exercise daily, mixing walks, play, and structured training.","Moderate grooming needs with harsh, wiry coat requiring weekly brushing and minimal trimming",French free spirits who'll learn but insist on adding their own Gallic flair to every command.,France,Herding,purebred,https://cowzzajbwtqfmrocefaw.supabase.co/storage/v1/object/public/dog-breed-images/berger-picard/berger-picard-01.webp,true,2025-11-21 06:05:07.77581+00,2026-02-20 23:08:38.89079+00,3,3,0,28,,,
44796fdf-2469-489d-bcc7-64710b960aac,Glen of Imaal Terrier,glen-of-imaal-terrier,"The Glen of Imaal Terrier looks like they should be selling insurance, not hunting badgers, but these sturdy Irish natives are surprisingly fearless. With their distinctive wheaten coat and endearingly wonky front legs, they move with the determined waddle of someone late for an important appointment. They're the strong, silent type who prefer actions to yapping, making them possibly the quietest terrier ever bred. These gentle souls are excellent with children but still retain enough terrier sass to keep life interesting. Think of them as the diplomatic corps of the terrier world.","Bold, independent, and fun-loving.",Medium,4,3,3,3,4,3,3,3,1,3,3,3,16,16,32,36,10,14,Wire coat,Moderate  daily walks and play sessions.,Moderate grooming needs with double coat requiring weekly brushing and occasional stripping,Irish terriers who'll learn but with enough Celtic stubbornness to keep things interesting.,Ireland,Terrier,purebred,,true,2025-11-21 06:04:56.106191+00,2026-01-17 02:12:21.301237+00,3,3,0,28,,,
47cafaa4-43b3-4577-9e76-348f9b4bb0db,Lhasa Apso,lhasa-apso,"The Lhasa Apso is Tibet's former palace guardian disguised as a flowing-haired fashionista. Originally bred to guard Tibetan monasteries and palaces, they take their security job seriously despite looking like they should be in a shampoo commercial. That gorgeous floor-length coat was practical in harsh mountain climates but requires serious commitment from modern owners. Beneath all that hair lives a confident, sometimes aloof little character who's perfectly happy being the only dog in your heart. They're suspicious of strangers but devoted to their families, with a surprisingly deep bark that suggests they forgot to check their size in the mirror. Perfect for owners wanting a beautiful, independent companion who won't follow them around like a shadow.","Lhasa Apso is friendly, adaptable, and full of character. They thrive in loving homes and enjoy an active, engaged lifestyle.",Small,2,3,4,5,4,4,3,3,1,3,2,3,5,8,24,28,12,15,Double coat,Moderate to high depending on breed.,"Very high grooming needs with long, heavy double coat requiring daily brushing or professional grooming for shorter cuts",Tibetan palace dogs who'll learn but maintain royal prerogatives regarding command compliance schedules.,Tibet,Companion,purebred,,true,2025-11-21 06:04:48.257221+00,2026-01-17 02:12:21.301237+00,2,4,10,32,,,
495fb4de-5002-4a99-9b0a-f6186e78d06b,Cavoodle (Cavalier King Charles Spaniel + Poodle),cavoodle-cavalier-king-charles-spaniel-poodle,"The teddy bear that came to life and decided to become everyone's best friend. These irresistibly fluffy crosses combine Poodle intelligence with Cavalier sweetness, creating companions who are both smart cookies and emotional support specialists. Their low-shedding, curly coats make them popular with allergy sufferers, though they require regular grooming to prevent looking like adorable tumbleweed. Size varies depending on Poodle parent, but personality remains consistently delightful. They're eager to please, easy to train, and possess an almost supernatural ability to read human emotions. Their moderate exercise needs and adaptable nature make them perfect for various lifestyles. Ideal for families wanting a cuddly, intelligent companion who'll master tricks and melt hearts with equal expertise.","Affectionate, intelligent, and friendly. A popular family pet.",Small,2,3,1,4,2,3,3,3,1,5,2,3,5,12,28,38,12,15,Silky coat,"Requires 30?45 minutes of moderate activity daily, including short walks and games.",High grooming needs with wavy to curly coat requiring brushing every 2-3 days and professional grooming,Cavalier charm meets Poodle smarts - they'll learn tricks then perform them with regal flair.,Mixed,Designer,purebred,,true,2025-11-21 06:05:08.55642+00,2026-01-17 02:12:21.301237+00,3,3,0,28,,,
498eed0c-15c1-4333-8b13-8e3fdacccc37,German Shepherd Dog,german-shepherd-dog,"The German Shepherd is basically a four-legged Swiss Army knife ? versatile, reliable, and ready for any job you throw at them. These noble working dogs have such intense focus that they make other breeds look like they have attention deficit disorder. Originally bred to herd sheep in Germany, they've since mastered every dog job imaginable, from police work to therapy visits to starring in movies. German Shepherds are the honor students of the dog world, learning commands quickly and remembering them forever. They shed enough fur to knit sweaters for small villages and have an alarming ability to appear wherever you are, like furry shadows with separation anxiety. These dogs need jobs, training, and owners who understand their intelligence and drive. They're perfect for experienced dog owners who want a loyal, trainable companion who doubles as home security and hiking partner.","Alert, focused, and hardworking.",Large,4,3,2,3,4,4,2,2,3,3,2,3,22,40,55,65,7,10,Double coat,Moderate exercise needed,High grooming needs with double coat requiring brushing 2-3 times weekly and intensive seasonal grooming,Professional students who'll master complex training then apply for advanced degrees in obedience.,Germany,Herding,purebred,,true,2025-11-21 06:04:47.720255+00,2026-01-17 02:12:21.301237+00,2,4,0,28,,,
4a5bea84-3cf7-43af-9575-a0ec76ca1a6b,Bichon Frise,bichon-frise,"magine a cotton ball achieved sentience, learned basic charm offensive tactics, and decided the world needed more joy. That’s the Bichon Frise. A small, white cloud of enthusiasm with legs.

Originally travelling with Mediterranean sailors, because apparently even pirates needed morale support, the Bichon built a career on companionship. Their job description has remained consistent for centuries: be delightful, look adorable, and win over absolutely everyone.

Physically, they’re compact, usually around 5 to 8 kg, with that signature white, curly coat that gives them their powder-puff silhouette. “Hypoallergenic” is often mentioned, and while many allergy sufferers tolerate them well, the coat comes with terms and conditions. Regular brushing and professional grooming are non-negotiable. Skip appointments and your elegant cloud may start resembling a lightly distressed tumbleweed.

Temperament is pure optimism. Bichons are famously social. Strangers are not threats. They are future friends. Other dogs? Excellent. Children? Wonderful. The postie? Possibly the highlight of the day. They thrive on interaction and do not appreciate being left alone for long stretches. Separation anxiety risk can creep up if independence isn’t gently encouraged.

Energy levels sit in the moderate range. They enjoy walks and play, but they’re not demanding marathon sessions. A lively game in the yard and a proper daily outing usually do the trick. What they truly crave is involvement. Being part of the family is their favourite sport.

Intelligence often surprises people. Under all that fluff is a sharp little mind. They respond well to positive reinforcement and enjoy learning tricks, partly because it earns treats, partly because applause is acceptable currency. They have a natural comedic streak and will happily perform if it keeps the room entertained.

The Bichon Frise suits families, couples, and individuals who want an affectionate, upbeat companion and are prepared to commit to grooming. You won’t get a stoic guardian or a rugged adventurer. You will get a cheerful, people-focused dog that believes every day is an event worth celebrating. And honestly, that’s not a bad outlook to live with.","Playful, cute and toylike, these lovely little dogs make excellent companions and family pets.",Small,2,2,2,5,4,2,5,3,1,3,3,3,5,8,23,30,14,15,Curly coat,Requires 30-45 minutes of moderate exercise daily including walks and indoor play sessions.,"Very high grooming needs with curly, hypoallergenic coat requiring daily brushing and professional grooming every 6-8 weeks","Fluffy entertainers who'll learn tricks eagerly, especially if applause is involved.",France,Non-Sporting,purebred,https://cowzzajbwtqfmrocefaw.supabase.co/storage/v1/object/public/dog-breed-images/bichon-frise/bichon-frise-01.webp,true,2025-11-21 06:04:57.800594+00,2026-01-17 02:12:21.301237+00,4,3,5,30,,,
4ac94f68-081b-4776-9d60-59b77b32af07,Yorkipoo,yorkipoo,"A tiny, confident companion with terrier spunk. Low-shedding coat ideal for allergy sufferers, but can be yappy.","Confident, Affectionate, Energetic, Feisty",small,4,3,4,4,4,1,5,3,1,4,3,4,2,5,18,28,12,15,Silky to Curly,Low,Daily brushing recommended,Easy to train,United States,Hybrid,designer,,true,2025-12-13 05:44:02.368256+00,2026-01-17 02:12:21.301237+00,2,2,15,24,Yorkshire Terrier,Poodle (Toy),F1
4ad8c6aa-8398-4453-a5fc-6dea1fcd2486,Pekingese,pekingese,"The Pekingese carries themselves like displaced royalty who's slightly offended by modern life but willing to tolerate it with dignified resignation. These living teddy bears were bred exclusively for Chinese emperors, and they've never quite gotten over their imperial origins. They approach walks like royal processions, stopping frequently to ensure their subjects (you) are keeping up with their leisurely pace. With faces that look permanently unimpressed and coats that require more maintenance than a teenage girls' hair, they're high-maintenance companions who reward devotion with surprising loyalty. They're natural comedians who take themselves very seriously while doing ridiculous things like refusing to walk through puddles or demanding to be carried when the pavement seems beneath their station. Perfect for owners who appreciate a dog with strong opinions, low exercise needs, and the confidence to judge everyone while looking adorable doing it.","Pekingese is friendly, adaptable, and full of character. They thrive in loving homes and enjoy an active, engaged lifestyle.",Small,2,3,4,4,4,4,3,3,1,3,3,3,3,6,15,23,12,14,Double coat,"Moderate to low. Not quite couch potatoes, but prettry close.","High grooming needs with long, flowing double coat requiring daily brushing and regular facial cleaning",This dog thinks it's rouyalty and acts like it when it comes to training.,China,Companion,purebred,,true,2025-11-21 06:04:41.151057+00,2026-02-20 23:08:38.89079+00,2,4,10,32,,,
4be1a6b0-b857-45f2-968e-dc842b92c280,Komondor,komondor,"Picture a walking mop that decided to become a dog ? meet the Komondor, Hungary's ancient guardian extraordinaire. Those iconic dreadlocks aren't just a fashion statement; they're armor against wolf bites and weather, developed over centuries of protecting livestock on the Hungarian plains. Underneath all that corded glory lives a serious, intelligent protector who takes their job very seriously indeed. They're gentle giants with their families but can be suspicious of strangers, which makes sense when your day job involves staring down predators. Living with a Komondor means accepting that grooming is less """"brush and go"""" and more """"archaeological dig."""" They need experienced owners who understand guardian breeds ? these aren't Golden Retrievers in fancy coats.","Komondor is friendly, adaptable, and full of character. They thrive in loving homes and enjoy an active, engaged lifestyle.",Giant,2,3,2,5,4,4,2,2,3,3,4,3,40,60,65,76,10,12,Double coat,Moderate to high depending on breed.,Very high grooming needs with corded coat requiring specialised care to maintain cords,"Mop-like guardians who'll learn selectively, preferring commands that don't interfere with flock protection.",Hungary,Working,purebred,,true,2025-11-21 06:04:51.782133+00,2026-02-20 23:08:38.89079+00,2,5,-30,20,,,
4ca5f5f4-d05e-4e81-ace2-3ab19694e15d,Pharaoh Hound,pharaoh-hound,"Ancient Egypt's contribution to canine elegance, these living hieroglyphs possess the rare ability to blush ? their ears and nose actually turn pink when excited, like a dog-shaped mood ring. Sleek as a bronze statue but with the zoomies of a caffeinated greyhound, they're built for speed and grace, then promptly trip over their own feet in endearing displays of athletic awkwardness. Originally rabbit hunters on Malta, they combine aristocratic bearing with surprising goofiness, often found striking majestic poses one moment and stealing socks the next. Their amber eyes hold ancient wisdom and modern mischief in equal measure. These sensitive souls need gentle handling ? they're more """"please and thank you"""" than """"yes sir, no sir"""" types, requiring patient owners who appreciate refinement with a side of silly.",Independent but affectionate at home.,Medium,4,3,3,2,3,3,3,3,1,3,4,3,18,27,53,64,12,14,Silky coat,High  loves long walks and sniffing everything.,"Low grooming needs with short, fine coat requiring weekly brushing",Ancient Egyptian royalty who'll learn but prefer training that acknowledges their historical significance.,Malta,Hound,purebred,,true,2025-11-21 06:05:04.61128+00,2026-02-20 23:08:38.89079+00,5,2,10,35,,,
4dee848b-6ff3-489e-a1ab-049b94cf1201,Labradoodle,labradoodle,"An energetic, friendly cross bred originally as a hypoallergenic guide dog. Combines Labrador enthusiasm with Poodle intelligence.","Friendly, Energetic, Intelligent, Playful",large,5,5,5,4,2,2,2,5,2,3,4,3,25,35,53,65,12,15,Wavy to Curly,High,Regular brushing required,Highly trainable,Australia,Hybrid,designer,,true,2025-12-13 05:44:02.368256+00,2026-01-17 02:12:21.301237+00,3,4,10,26,Labrador Retriever,Poodle (Standard),F1
4e6e2bf5-4e55-4f80-9a4e-c38a5a74ed27,Miniature Schnauzer,miniature-schnauzer,Picture a distinguished German gentleman shrunk down to lap-dog size but retaining all their serious opinions about proper behaviour. These bearded little philosophers sport magnificent whiskers that make them look like tiny professors which suits their clever personalities perfectly. Originally bred as ratters and small farm dogs they approach everything with German efficiency and unwavering confidence. They're the friend who remembers everyone's birthday and maintains impeccable standards. Miniature Schnauzers bond deeply with their families while maintaining a healthy awareness of their surroundings. Their wiry coats require regular grooming to maintain their distinguished appearance. Intelligent trainable and surprisingly athletic they're ideal for active families who appreciate a dog with both strong character and devoted loyalty.,Friendly and loyal companion,Small,2,3,2,4,4,3,2,2,1,3,3,3,5,9,30,36,11,15,Harsh wire coat,More than you'd expect from a small dog. Very active breed.,High grooming needs with wiry double coat requiring regular brushing and professional grooming every 6-8 weeks,Responds well to training and socialisation,Germany,Working,purebred,,true,2025-11-21 06:04:41.294111+00,2026-01-17 02:12:21.301237+00,3,3,0,28,,,
4f659fc7-f842-42a0-b281-ec4e484c6598,Dalmatian,dalmatian,"Dalmatians are basically dogs wearing formal wear to a casual party ? they look incredibly sophisticated with their crisp black spots on white coats, but they're actually high-energy comedians who never got the memo about being dignified. Originally bred to run alongside horse-drawn carriages (explaining their legendary endurance), they approach modern life like marathon runners trapped in suburbia. They're intelligent, loyal, and utterly devoted to their families, but their energy levels could power a small city. Without adequate exercise and mental stimulation, they'll redecorate your home with the creativity of abstract artists. Their unique genetics mean they can be prone to deafness and kidney stones ? beauty comes with a price. Perfect for active families who don't mind having a spotted shadow following them everywhere.","Energetic, playful, and sensitive dogs. They are loyal to their family but can be reserved with strangers.",Large,5,3,2,2,3,4,2,3,3,3,4,3,20,32,48,61,11,13,Smooth coat,"Needs 1?2 hours of exercise daily, including running or agility.","Low grooming needs with short, dense coat requiring weekly brushing (sheds year-round)",Spotted athletes who'll learn energetically but prefer training sessions that involve running to fire stations.,Croatia,Sporting,purebred,,true,2025-11-21 06:04:51.110565+00,2026-02-20 23:08:38.89079+00,4,3,5,30,,,
4fc790f0-1fa9-4f37-b04a-2d5fa2bb2bc1,Saluki,saluki,"Meet the supermodel of the sighthound world ? a dog so elegantly proportioned they look like they stepped off an ancient Egyptian wall painting. These aristocratic athletes were once considered sacred by Arab nomads, and they still carry themselves with the grace of someone who knows they're basically canine royalty. Their silky ears and long legs give them an otherworldly beauty, but don't expect them to pose for photos unless they're in the mood. Independent as cats and twice as aloof, they'll love you deeply but on their own terms. Built for speed, they can go from zero to """"where did my dog go?"""" in seconds flat. They need secure yards and patient owners who understand that recall is more of a suggestion than a command to these desert princesses.",Friendly and loyal companion,Large,4,3,2,2,1,4,3,3,2,3,3,3,16,29,58,71,10,17,Double coat,Regular exercise,Low to moderate grooming needs with short coat and feathering requiring weekly brushing,Arabian royalty who'll consider your training suggestions but reserve final approval based on ancient desert wisdom.,Middle East,Hound,purebred,,true,2025-11-21 06:04:45.865645+00,2026-01-17 02:12:21.301237+00,2,4,10,35,,,
4ffe9623-b40d-42c7-9f4c-2f68e9c26b59,Norwegian Lundehund,norwegian-lundehund,"Nature's most over-engineered dog, the Lundehund is like someone asked """"what if we made a dog specifically for impossible cliff-climbing missions?"""" These remarkable athletes have six toes per foot, ears that close like shutters, and can bend their heads backward to touch their spines?basically, they're canine contortionists. Originally bred to hunt puffins on Norwegian cliffs, they developed supernatural flexibility and climbing skills that defy physics. They're rare, quirky, and possess an independence that borders on cat-like aloofness. Living with a Lundehund means accepting that your dog might occasionally fold in half just because they can, and that normal dog logic doesn't apply. They need experienced owners who appreciate their unique heritage and don't mind explaining to confused veterinarians why their dog has extra toes and supernatural joint flexibility.","Norwegian Lundehund is friendly, adaptable, and full of character. They thrive in loving homes and enjoy an active, engaged lifestyle.",Small,4,3,3,3,4,4,3,3,1,3,3,3,6,7,32,38,12,14,Double coat,Moderate to high depending on breed.,Moderate grooming needs with dense double coat requiring brushing 2-3 times weekly,"Puffin hunters who'll learn uniquely - they have extra toes and can close their ears, so why not extra tricks?",Norway,Terrier,purebred,,true,2025-11-21 06:04:47.966399+00,2026-01-17 02:12:21.301237+00,2,4,0,28,,,
50747f19-7108-42e4-8843-c3bc9a24e4cb,Pomsky,pomsky,A striking mini-Husky look with Pomeranian sass. High energy and vocal nature require experienced owners. Size varies significantly.,"Playful, Energetic, Intelligent, Vocal",small,4,3,3,4,4,4,3,3,1,3,4,2,7,14,25,40,12,15,Double Coat,Moderate,Regular brushing required,Moderate difficulty,United States,Hybrid,designer,,true,2025-12-13 05:44:02.368256+00,2026-01-17 02:12:21.301237+00,2,5,0,20,Pomeranian,Siberian Husky,F1
5074e2ea-0836-4b9a-b2de-fdccd4dcec5e,Catalburun,catalburun,"Turkey's split-nosed wonder looks like they walked into a glass door, but that distinctive divided nose is actually their signature feature. These rare pointing dogs are living proof that unique can be beautiful, even if they look perpetually surprised by their own reflection. Originally bred for hunting in Turkish terrain, they're athletic, intelligent, and completely unbothered by their unusual appearance. Their split nose actually enhances their scenting ability, making them exceptional trackers despite looking like a canine optical illusion. Loyal and gentle with families but reserved with strangers, they need experienced owners who appreciate their working heritage. These rare beauties are perfect for those wanting a conversation starter that's also a capable, devoted companion. Warning: prepare for endless """"what happened to their nose?"""" questions.",Friendly and loyal companion,Medium,4,3,2,2,4,3,2,2,1,3,4,3,11,18,40,63,12,15,Curly coat,Regular exercise,Low to moderate grooming needs with short coat requiring weekly brushing,"Rare Turkish hunters who'll learn but always with that """"you're lucky I'm even here"""" attitude.",Turkey,Working,purebred,,true,2025-11-21 06:04:51.509701+00,2026-01-17 02:12:21.301237+00,3,3,0,28,,,
511b03c0-e80e-49c5-8922-a0e0f32fd2c4,Petit Basset Griffon Vendeen,petit-basset-griffon-vendeen,"Looking like they stuck their paw in an electrical socket and decided they liked the look, PBGVs are France's contribution to """"maximum personality, minimum grooming requirements."""" These shaggy scamps were bred to hunt rabbits through French brambles, explaining their wiry coat and devil-may-care attitude toward personal hygiene. With eyebrows that would make a stern librarian jealous and beards that collect yesterday's dinner, they're living proof that style matters less than enthusiasm. They approach life like perpetual teenagers ? boundless energy, selective listening, and an unshakeable belief that every day should involve adventure and possibly some light mischief. Independent thinkers who'll love you fiercely while completely ignoring your commands, they're perfect for owners who appreciate character over obedience.",Friendly and loyal companion,Medium,4,3,3,3,4,3,3,3,1,3,3,3,11,18,34,38,14,16,Wire coat,Regular exercise,"Moderate grooming needs with rough, harsh coat requiring weekly brushing and occasional stripping",French hunters who learn with Gallic charm but occasionally ignore commands that conflict with scent trails.,France,Hound,purebred,,true,2025-11-21 06:04:50.085348+00,2026-02-20 23:08:38.89079+00,3,3,0,28,,,
